Id,Name,MajorId,EMark,AMark,SchoolId,EYear,LStatus,EForm
12132645,Hu?nh Th?o Tín,7510406C,27.75,4.8000002,3619,2012,1,2
12132646,Lê Ng?c Di?m,7340301C,22.25,1,2343,2012,2,1
12132647,Ph?m Th?y Châu,1510201C,26.5,9.9799995,1005,2012,3,1
12132648,Lý Xuân Khôi,7510206A,24.25,2.5899999,1541,2012,3,3
12132649,Phan Ái ??c,7340301C,18.75,9.1800003,1704,2012,2,3
12132650,Nguy?n Gia Hoa,7210404C,21.25,2.9400001,3707,2012,1,3
12132651,Nguy?n Hi?u Mi,7549002,18.25,9.2299995,2567,2012,2,2
12132652,Tr?n Mai Bình,7340301,26.75,4.1700001,1086,2012,2,1
12132653,Tr?n Anh Dung,7480108A,19.5,8.54,625,2012,3,3
12132654,Nguy?n Công S?n,7520212,24.75,9.6599998,1608,2012,2,1
12132655,Bùi Duy B?ng,7510205C,25.75,7.5100002,3550,2012,1,3
12132656,Ngô Y?n B?ng,7520117,25.5,6.1199999,742,2012,4,2
12132657,?? Hoài Khoa,7510801C,22.5,3.5799999,3751,2012,4,3
12132658,Hu?nh Khánh S?n,7510203A,23.75,9.0299997,3551,2012,1,3
12132659,?? Trâm Nhi,7480201,16.25,8.46,3715,2012,1,3
12132660,Ngô Hoài Hi?n,7210404C,25.75,5.9699998,2700,2012,3,3
12132661,Tr?n Anh Khuê,7340301,24.75,4.6300001,732,2012,1,1
12132662,Ph?m Nh?t Khanh,7510801C,26.75,2.78,1553,2012,4,2
12132663,Phan Tu?n L?i,7510401C,19.25,3.75,1676,2012,2,2
12132664,?? Ái ??t,7510402,18.5,8.46,1792,2012,1,3
12132665,Phan Vi Hà,7510202,18.5,8.5100002,3785,2012,4,1
12132666,Lê H?i Dung,7510601C,20.75,5.4400001,429,2012,1,3
12132667,Hu?nh ??c Nam,7510205,15.5,4.5700002,1511,2012,4,1
12132668,Tr?n Trâm Thiên,7520212,27.25,6.9000001,1232,2012,2,3
12132669,Tr?n M?nh B?o,7580103,19.5,8.3400002,2706,2012,2,3
12132670,Hoàng Thành Ngân,7540209C,22.5,6.75,612,2012,4,2
12132671,Ph?m Hoài Vi?t,7480201A,28.25,0.49000001,9,2012,2,3
12132672,Lê Tu?n ?ào,7340122,24.25,3.54,3277,2012,4,1
12132673,V? Thanh B?ng,7510605,20.25,3.76,3830,2012,2,1
12132674,Bùi H?i Ân,7510601C,25.25,0.61000001,3311,2012,3,2
12132675,V? Thành Phong,7480201A,17.5,4.3699999,678,2012,4,2
12132676,?? V? Tú,7510205A,25.75,9.46,2599,2012,4,1
12132677,Ngô Th?o Mi,7340122,15.5,7.8099999,55,2012,1,3
12132678,Ph?m Thanh An,7540209C,27.75,9.3599997,2906,2012,2,2
12132679,D??ng Duy Di?m,7480201C,28.5,6.79,1351,2012,1,1
12132680,Nguy?n Thành Minh,7510208,15.75,4.9099998,1201,2012,4,2
12132681,H? ??c ?oan,7510202C,19.5,0.44,109,2012,1,1
12132682,V? Trâm Ng?c,7510202N,26.25,8.3299999,1245,2012,4,3
12132683,Hu?nh B?o Giang,7510203,15.25,2.49,3273,2012,2,3
12132684,Nguy?n H?i Ng?c,7510203A,17.5,7.6399999,1788,2012,4,2
12132685,Ngô B?o Khanh,7510401,18.75,8.2799997,2518,2012,2,1
12132686,Hoàng Yên Ng?c,7140231,21.5,8.4799995,1721,2012,3,1
12132687,Hu?nh Ái Hông,7340120,19.5,7.0999999,254,2012,3,2
12132688,Ngô Qu?nh Bình,7510303C,26.75,6.1500001,1507,2012,2,2
12132689,H? Thu ?ào,7510206A,25.25,8.3999996,940,2012,1,3
12132690,Lê Mai Toàn,1510201C,25.5,9.1800003,34,2012,2,3
12132691,Lý Nh?t Trung,7340301C,21.25,6.9299998,2543,2012,4,2
12132692,Tr?n Gia Th?ch,1510201C,18.25,5.75,2204,2012,2,1
12132693,H? Qu?nh Ng?c,7480201,25.5,5.8299999,3,2012,3,2
12132694,Phan Th?y Tín,7580101,19.5,7.1700001,2633,2012,2,1
12132695,Nguy?n Ng?c Tú,7510202A,22.75,6.8499999,2449,2012,3,3
12132696,Phan Qu?nh Kh?i,7510303,27.75,5.9000001,3127,2012,2,1
12132697,Hu?nh Nh?t Hà,7480118,27.5,9.4200001,1778,2012,1,3
12132698,V? Huy Hoa,7510801,28.75,4.7199998,1258,2012,3,2
12132699,Tr?n Th?o ?oan,7510208,20.25,2.0599999,2915,2012,3,2
12132700,V? H?i C?nh,7510303C,17.5,0.88,1860,2012,4,3
12132701,Hu?nh Hoàng ?ào,7510601,20.75,2.9000001,1240,2012,3,1
12132702,Bùi Ng?c ?oan,1510201C,22.75,8.8500004,3195,2012,2,1
12132703,Nguy?n Xuân Thành,7510303,23.75,3.9000001,2828,2012,3,3
12132704,Lý Th?o Hoa,7210403,19.75,9.5100002,3360,2012,2,1
12132705,V? Minh ?oan,7480118,24.5,9.7799997,2832,2012,3,3
12132706,Ngô H?i Hông,7510206,25.75,7.6199999,479,2012,3,3
12132707,Ngô Thu ?an,7510102,29.5,0.94,122,2012,3,1
12132708,Lê Th?y Thành,7480118,27.75,0.25999999,1267,2012,3,2
12132709,Tr?n Xuân M?nh,7480108A,22.25,6.4400001,1249,2012,2,3
12132710,Hu?nh Th?o ?ào,7540101A,28.75,5.4699998,1831,2012,1,1
12132711,Lê Hoài Toàn,7810202,24.25,3.6300001,3637,2012,3,2
12132712,Hoàng Lan Long,7480108C,26.5,4.6900001,561,2012,2,2
12132713,Nguy?n Hoài ?an,7140231,21.5,1.01,3545,2012,2,2
12132714,V? Anh Khuê,7480201C,16.75,6.1900001,1642,2012,4,3
12132715,Hoàng Minh Toàn,7340120,23.25,8.2399998,1891,2012,2,2
12132716,Nguy?n Khánh Anh,7810202,21.75,6.7800002,1239,2012,3,3
12132717,V? Trâm Tín,7580302,28.25,0.93000001,2878,2012,3,1
12132718,??ng Hi?u ?oan,7510302,29.75,3.02,860,2012,3,3
12132719,Tr?n Anh  Tài,7510102,23.5,0.46000001,214,2012,1,2
12132720,Ngô Tu?n Tri?u,7510206A,16.75,4.1799998,2108,2012,2,2
12132721,Phan Ái Nhân,7480118,16.25,0.52999997,3059,2012,3,2
12132722,Hu?nh Thi?n Hoa,7510401C,21.75,2.45,3917,2012,3,1
12132723,Lý Qu?nh Châu,7540209C,21.5,6.7199998,3675,2012,4,1
12132724,?? Nh? Trung,7540101,20.25,3,1402,2012,2,2
12132725,?? Mai Bích,7510303C,28.25,7.5100002,6,2012,4,3
12132726,?? Y?n B?ng,7520212,17.5,1.9,2121,2012,4,1
12132727,Nguy?n Vân Nhân,7510406C,15.5,2.54,2418,2012,1,2
12132728,Ph?m Hoàng M?nh,7510209,25.5,5.7800002,721,2012,1,2
12132729,Phan Thành Khoa,7480108,16.75,3.0899999,1223,2012,2,2
12132730,Nguy?n Ái Bích,7480108,19.75,4.46,1116,2012,2,3
12132731,Tr?n Kh?i Hòa,7510301A,24.25,0.23999999,2461,2012,3,1
12132732,Ngô Th?o Kh?i,7510406C,25.25,2.22,202,2012,1,2
12132733,?? Huy Hi?n,7510203,26.25,3.8499999,1910,2012,3,3
12132734,Ngô Ng?c Hi?n,7510102A,25.75,7.5500002,1781,2012,2,3
12132735,Hu?nh Mai L?i,7510801C,24.25,5.54,88,2012,1,2
12132736,H? Lan Mai,7510202,28.25,3.52,15,2012,3,2
12132737,H? Khánh Ái,7340301C,22.25,8.3100004,119,2012,2,1
12132738,Ngô Tu?n ?oan,7510303A,18.75,2.1800001,887,2012,4,3
12132739,Ph?m V? Ái,7510206C,16.75,5.4000001,756,2012,1,2
12132740,Lê Y?n S?n,7580302,21.5,5.3200002,583,2012,2,3
12132741,H? Công Thành,7510106,16.75,3.8,3103,2012,2,3
12132742,Nguy?n Nh? Khuê,7210403,21.75,4.3099999,1817,2012,1,2
12132743,Ngô Nh?t ??c,7510601C,19.5,0.50999999,2816,2012,4,1
12132744,Nguy?n Gia Mi,7510208,16.5,4.3000002,2162,2012,1,3
12132745,Ph?m Y?n Lâm,7510401,16.5,3.1199999,2136,2012,2,3
12132746,D??ng Huy Phong,7580302,17.25,7.25,2263,2012,4,3
12132747,Phan V? Minh,7510301C,23.75,3.6900001,1772,2012,2,3
12132748,Hoàng Yên Hà,7540209,29.75,5.3200002,3994,2012,3,1
12132749,Phan Tu?n Ng?c,1510201C,20.5,5.21,4060,2012,2,3
12132750,Lý Vi L?c,7510205,21.25,8.9700003,621,2012,2,2
12132751,H? ?ình Hông,7510301C,21.75,1.55,2520,2012,4,1
12132752,Lê Nh? Thành,7510301C,26.5,4.00E-02,443,2012,4,2
12132753,Phan Vân Linh,7510209,19.5,9.7700005,3968,2012,4,1
12132754,??ng Th?y Mi,7210404C,25.75,8.7299995,3265,2012,3,2
12132755,?? Tu?n H?u,7510301A,28.5,6.8699999,3760,2012,3,3
12132756,Ph?m Duy Vi?t,7480118,22.5,1.86,2902,2012,3,1
12132757,Phan Huy Tú,7510202,19.5,7.7800002,3287,2012,4,2
12132758,Ph?m M?nh Sinh,7340301C,19.75,2.3900001,485,2012,2,3
12132759,Phan Hoàng Long,7510801,23.25,5.1300001,2031,2012,3,3
12132760,Lý Kh?i L?i,7540209,23.25,5.0999999,3700,2012,2,2
12132761,Tr?n ??c Nam,7510406C,18.25,9.7600002,669,2012,2,2
12132762,H? Minh Tín,7540209,17.25,7.6399999,365,2012,2,1
12132763,??ng Tu?n Khuê,7510601A,22.5,2.03,744,2012,1,3
12132764,Ngô Minh Mi,7510106,19.75,5.29,589,2012,3,1
12132765,Hu?nh Y?n H?nh,7220201,23.25,6.23,2696,2012,1,2
12132766,Hoàng Y?n Ngân,7510102,21.25,5.5300002,2860,2012,2,1
12132767,V? Lan Th?ch,7510203,27.5,6.4299998,3631,2012,2,1
12132768,Nguy?n Khánh H?nh,7510406,21.25,0.70999998,182,2012,4,2
12132769,Ph?m M?nh M?nh,7510605,22.5,4.02,851,2012,1,3
12132770,Nguy?n Duy Châu,7510801C,28.25,6.4400001,326,2012,2,1
12132771,Tr?n Ng?c An,7210403,17.75,0.95999998,2341,2012,1,3
12132772,Lý Duy Khang,7510406,23.75,9.2200003,2352,2012,1,1
12132773,Lê Khánh Long,7510102A,28.5,0.36000001,3290,2012,4,1
12132774,Ph?m Thu Thiên,7510601C,23.5,2.79,980,2012,2,1
12132775,Ph?m Gia Giang,7340122,18.75,9.71,1887,2012,1,1
12132776,Hoàng Duy Sang,7510406,26.25,4.2399998,3569,2012,4,1
12132777,?? Vân Tín,7540101,22.5,9.8999996,3632,2012,1,3
12132778,Tr?n Xuân Nhi,7210403,18.5,3.6900001,1539,2012,2,2
12132779,Nguy?n Ng?c Hoàng,7510203,20.25,5.1199999,4077,2012,1,1
12132780,Hoàng V? Khôi,7340301C,24.5,9.4300003,267,2012,3,3
12132781,?? Xuân Ân,7480108C,27.75,8.00E-02,1986,2012,1,2
12132782,V? Mai L?i,7210403,19.75,2.97,1175,2012,4,1
12132783,V? Qu?nh Mai,7510203A,17.25,7.7600002,1551,2012,4,2
12132784,Lý Kh?i Nhi,7510206,16.75,4.5300002,92,2012,3,2
12132785,Lý Minh Nguy?t,7510801C,28.25,3.76,3295,2012,3,3
12132786,D??ng Mai Thành,7340301,17.5,8.75,2116,2012,4,2
12132787,Ph?m B?o Hoàng,7510302A,23.75,6.8899999,1727,2012,2,2
12132788,Bùi Trâm Hoàng,7480201A,19.5,3.8399999,3863,2012,1,1
12132789,Hu?nh Khánh Lam,7540209C,16.25,1.16,2729,2012,3,3
12132790,?? Trâm Ngân,7510106,18.25,2.8900001,809,2012,1,1
12132791,Phan Y?n Ngân,7510209,27.25,5.3699999,719,2012,1,2
12132792,?? Hoàng C?nh,7480108C,25.5,7.98,781,2012,2,2
12132793,D??ng Nh?t Di?m,7510402,24.25,2.5799999,4034,2012,2,1
12132794,Hu?nh Hi?u Mai,7480201C,28.75,0.56,1113,2012,2,1
12132795,?? Minh Phong,7510201A,26.5,9.4700003,3549,2012,4,2
12132796,Lý Vân H?u,7580101,19.25,9.9799995,1821,2012,4,1
12132797,?? An Ái,7340301,24.75,2,2247,2012,4,2
12132798,Hu?nh Thu  Tài,7480201A,24.5,2.26,3910,2012,2,3
12132799,?? Yên Hoa,7510301,25.5,9.0900002,218,2012,3,3
12132800,Bùi Yên Ân,7480108A,15.5,4.8899999,1067,2012,4,3
12132801,H? H?i Hoàng,7480108A,20.75,2.72,570,2012,3,1
12132802,Ngô Nh?t B?o,7510106,25.25,4.8400002,2297,2012,1,1
12132803,Nguy?n Hoàng Lam,7510206C,22.25,0.20999999,1815,2012,4,3
12132804,Bùi Vi Khôi,7510301,19.5,1.6,3695,2012,3,1
12132805,Bùi Lan Di?m,7540101C,21.5,7.8899999,3034,2012,2,1
12132806,?? Thu Thiên,7510202N,29.25,2.6099999,213,2012,1,3
12132807,Bùi Minh M?nh,7510301C,22.5,2.3499999,2684,2012,3,2
12132808,Lý Tu?n L?c,7510201A,28.5,5.1500001,946,2012,1,2
12132809,Lý Công Khuê,7480108C,26.5,7.79,1065,2012,4,3
12132810,?? Minh Hòa,7510301C,26.25,8.6800003,3479,2012,1,1
12132811,??ng Qu?nh Hà,7510203C,20.25,8.5,1041,2012,2,2
12132812,Tr?n H?i C?nh,7510203,20.5,9.6499996,1471,2012,3,2
12132813,H? Tu?n L?i,7510202N,21.75,2.74,4103,2012,2,3
12132814,D??ng Y?n Ái,7480108C,20.5,7.46,3968,2012,1,1
12132815,Phan Xuân Di?m,7510205A,17.25,6.02,3954,2012,3,3
12132816,Tr?n V? Mi,7540209C,27.25,1.36,2732,2012,1,1
12132817,Ngô Lan Tú,7520117,23.5,6.5,1536,2012,1,3
12132818,Lý Anh Mi,7510303,27.75,3.03,1525,2012,4,2
12132819,??ng Thanh Ân,7340301C,18.5,7.54,321,2012,3,2
12132820,H? Thanh Ph??ng,7510801,15.25,8.71,1612,2012,3,3
12132821,Lê Nh? H?i,7510406,21.75,2.3299999,126,2012,1,1
12132822,Phan Trâm Hoa,7510302N,17.25,1.5599999,2035,2012,4,1
12132823,V? Xuân Tri?u,7510203C,29.5,1.01,608,2012,4,2
12132824,??ng ?ình Linh,7580101,26.5,3.3099999,2393,2012,1,3
12132825,Hoàng Lan S?n,7510301C,16.25,2.1400001,724,2012,2,3
12132826,Hoàng Thành Ph??ng,7340122,21.25,9.4099998,1493,2012,3,1
12132827,Lý B?o B?ng,7480201C,20.75,6.1199999,3758,2012,3,1
12132828,?? Vi Hoa,7510205C,26.25,2.54,3092,2012,2,1
12132829,Lê Hoài Nhi,7510203,18.25,6.1199999,2843,2012,3,2
12132830,D??ng Qu?nh Th?ch,7549002,22.5,2.52,2333,2012,1,1
12132831,Nguy?n Th?y Hà,7510202C,29.75,6.4400001,1066,2012,4,2
12132832,V? Hoàng S?n,7510605,17.5,4.7600002,3986,2012,3,3
12132833,Lê Hoàng Hoàng,7510208,25.75,4.5100002,3755,2012,3,2
12132834,Phan Lan Lam,7520117,20.5,3.75,3741,2012,2,1
12132835,Tr?n Nh?t Mi,7480108C,28.25,8.0200005,206,2012,4,3
12132836,Phan Ng?c Khôi,7480108A,19.5,7.8699999,2597,2012,2,1
12132837,Phan Khánh Thiên,7510301C,15.25,8.1700001,79,2012,3,2
12132838,Ph?m Vi Hòa,7480201C,27.75,7.3099999,3532,2012,4,1
12132839,Lý Kh?i Nguy?t,7480118,19.75,7.1900001,892,2012,3,3
12132840,Bùi Hi?u Nam,7510605,19.25,4.9099998,1054,2012,3,2
12132841,Ngô Nh?t Nhân,7510302C,20.5,6.5900002,1040,2012,3,1
12132842,Nguy?n Nh? Toàn,7510206A,17.25,0.60000002,1517,2012,1,3
12132843,Tr?n Hoàng ?an,7510206C,23.25,9.2299995,2240,2012,4,1
12132844,?? Yên S?n,7510601,29.75,4.0799999,678,2012,1,2
12132845,D??ng Ng?c Lâm,7580101,26.5,3.3299999,3215,2012,4,1
12132846,Ph?m Hi?u H?nh,7140231,29.25,8.2600002,38,2012,4,2
12132847,Ngô Ng?c Anh,7510301A,26.5,2.24,3218,2012,2,1
12132848,V? Thi?n Khuê,7480108,26.25,9.9700003,1709,2012,4,2
12132849,??ng Vi Thiên,7510206C,23.5,6.75,3441,2012,3,2
12132850,Phan Vi Châu,7580205,17.75,9.9200001,96,2012,1,1
12132851,Ngô Tu?n ??c,7580205,17.25,9.9799995,3095,2012,1,1
12132852,Bùi Hoàng Dung,7510202C,29.75,7.3400002,482,2012,2,1
12132853,Hu?nh Duy Ph??ng,7510202C,27.25,4.4099998,2968,2012,2,3
12132854,H? ??c Nhi,7510205C,16.25,8.8599997,1398,2012,1,1
12132855,Tr?n Trâm ??t,7480118,22.5,3.79,1898,2012,1,3
12132856,Hu?nh Th?y B?ng,7580103,16.25,9.7200003,3395,2012,3,3
12132857,Lý Huy Lam,7810202,17.5,4.3299999,3152,2012,2,1
12132858,Lý ??c Khang,7340301,16.75,1.51,875,2012,2,1
12132859,Hoàng Gia Lam,7510102A,16.25,3.0899999,2150,2012,1,3
12132860,Lý Nh? Nhân,7340301C,22.75,6.5,4065,2012,4,2
12132861,Tr?n Trâm Long,7510605,15.25,5.1799998,2357,2012,2,3
12132862,Phan Huy L?c,7510303C,24.5,2.8,2074,2012,1,3
12132863,Tr?n Th?y Hòa,7520117,28.5,4.8899999,115,2012,1,1
12132864,Ngô Th?y Khanh,7510801,22.5,0.88999999,798,2012,1,3
12132865,Nguy?n B?o Long,7540209,16.75,1.25,3553,2012,3,2
12132866,V? ?ình Sang,7210404C,29.25,2.8699999,528,2012,3,2
12132867,Nguy?n Công H?i,7510303,19.75,1.39,2142,2012,4,3
12132868,Lê Mai Mi,7510202N,24.75,4.6599998,3756,2012,4,1
12132869,??ng Thu Nam,7540209,27.5,8.3599997,1580,2012,3,3
12132870,Hu?nh Nh?t Châu,7580302,21.75,6.1599998,2690,2012,3,2
12132871,Lê M?nh S?n,7510401C,29.25,7.21,1420,2012,2,2
12132872,Phan Anh Bình,7480108A,23.25,1.01,3873,2012,2,2
12132873,Ph?m Hi?u Linh,7510302,18.25,2.98,3804,2012,4,2
12132874,??ng Thanh Ngân,7510401,21.75,5.1799998,562,2012,3,3
12132875,Tr?n Nh? Long,7510102,26.5,9.00E-02,4062,2012,3,1
12132876,Lý An Hoa,7510205A,17.25,9.5699997,1115,2012,2,1
12132877,??ng Thành Vi?t,7510205A,21.75,7.1100001,1090,2012,2,1
12132878,Hu?nh V? Hi?n,7510202N,28.75,4.52,2928,2012,3,3
12132879,D??ng Huy Anh,7510801C,15.5,0.27000001,2614,2012,4,1
12132880,Phan Thi?n Sang,7510106,26.75,6.96,1809,2012,2,2
12132881,Hu?nh Hi?u Lan,7480108,22.5,6.7800002,2346,2012,3,2
12132882,Nguy?n Lan Sang,7580205,28.75,0.72000003,2899,2012,3,3
12132883,Lý Hi?u Ng?c,7520212,17.5,4.7199998,81,2012,1,1
12132884,Hu?nh Hoài H?nh,7480201C,27.5,7.6799998,2449,2012,2,2
12132885,?? Mai Trung,7340301C,22.75,0.58999997,3614,2012,3,3
12132886,Hu?nh Huy Thiên,7510205,22.25,7.3400002,2370,2012,1,2
12132887,Phan Anh Giang,7510202A,29.25,5.9699998,735,2012,3,2
12132888,V? Ng?c Toàn,7220201,17.75,0.34999999,3194,2012,2,2
12132889,D??ng Trâm B?ng,7540101A,24.5,7.8099999,4076,2012,4,1
12132890,Ngô H?i Di?m,7510209,29.25,4.3499999,1653,2012,2,3
12132891,Nguy?n Hi?u B?ng,7580103,20.5,2.78,390,2012,4,3
12132892,Phan Tu?n L?i,7510202A,16.5,7.1300001,181,2012,3,1
12132893,H? Qu?nh H?u,7510402,19.5,0.80000001,3857,2012,1,2
12132894,Phan Khánh Khôi,7540101C,27.75,6.9699998,625,2012,4,1
12132895,Ph?m Ng?c Minh,7510401C,24.75,3.0699999,778,2012,1,2
12132896,Ngô Hoài Nhi,7580103,20.75,8.2399998,486,2012,4,1
12132897,Tr?n Duy Hoàng,7510402,28.75,2.96,1010,2012,3,3
12132898,Hu?nh Khánh B?o,7210403,26.75,0.66000003,1975,2012,3,2
12132899,Phan ?ình Hoàng,7510203A,24.75,2.77,827,2012,2,1
12132900,Ph?m Thanh Nguy?t,7510102C,27.75,9.4099998,1146,2012,1,1
12132901,Lý Thi?n H?u,7510205C,24.75,3.4200001,3302,2012,1,3
12132902,Lê M?nh Nam,7540101C,29.75,8.04,1179,2012,2,3
12132903,Lý Lan Ng?c,7510202C,20.75,8.3000002,3228,2012,1,1
12132904,V? Duy Tú,7510401,22.25,2.0899999,3107,2012,3,3
12132905,Ngô Yên Giang,7510206A,17.75,1.97,1398,2012,2,2
12132906,Tr?n B?o Nam,7480201,27.25,0.68000001,2299,2012,4,1
12132907,Nguy?n Thi?n Khanh,7510301A,28.25,7.3699999,887,2012,2,3
12132908,Ph?m Khánh Khang,7510301A,25.75,4.5300002,2231,2012,1,2
12132909,Ngô Ng?c Trung,7510205C,22.75,4.6799998,2554,2012,4,3
12132910,V? Thi?n Kh?i,7540101,18.75,0.77999997,3754,2012,2,3
12132911,Ph?m V? Mai,7540209C,16.75,3.2,2649,2012,3,3
12132912,Nguy?n ?ình Nhân,7340301C,18.75,1.66,1351,2012,3,2
12132913,D??ng Tu?n Nguy?t,7480118,19.75,4.79,294,2012,1,1
12132914,Nguy?n Anh Hòa,7510203A,16.25,8.21,2839,2012,4,2
12132915,V? H?i Khang,7510201A,22.75,7.3099999,3520,2012,3,2
12132916,Nguy?n Mai Khang,7510801,21.5,5.3299999,3515,2012,3,1
12132917,Lý Th?y Ngân,7510303C,25.5,0,811,2012,2,1
12132918,Phan B?o Ng?c,7510203A,27.75,7.3499999,2195,2012,2,1
12132919,Lê An Giang,7510202N,15.75,3.26,3759,2012,4,2
12132920,Lý B?o B?ng,7210404,19.5,5.4899998,493,2012,3,3
12132921,Ngô Gia Kh?i,7510208,22.5,7.5100002,1485,2012,2,2
12132922,Phan Vi Ph??ng,7510205C,15.5,4.5300002,3809,2012,2,2
12132923,?? Duy H?i,7480108,27.75,1.3,2386,2012,4,1
12132924,Hoàng H?i Linh,7520117,19.75,0.85000002,1189,2012,1,1
12132925,D??ng Ng?c Th?ch,7580302,17.75,5.6100001,2362,2012,2,2
12132926,Lê Nh? Giang,7510201A,16.5,5.4899998,4028,2012,3,2
12132927,Nguy?n Qu?nh ?oan,7510102A,15.25,1.78,3195,2012,2,1
12132928,V? Th?o Lâm,7510202N,24.75,4.9299998,1090,2012,4,2
12132929,Lê H?i Ngân,7510201,22.25,7.2600002,3009,2012,1,3
12132930,Nguy?n Thành Anh,7510301C,20.5,0.43000001,1710,2012,1,3
12132931,?? Hi?u Lâm,7510102C,17.25,8.5799999,3162,2012,4,2
12132932,Nguy?n Xuân Châu,7510201A,20.75,7.8800001,3869,2012,3,1
12132933,Phan Duy Hoa,7480118,15.75,8.00E-02,578,2012,4,3
12132934,H? Mai Sinh,7510801C,28.25,1.11,4081,2012,1,3
12132935,?? Khánh Sang,7510302N,28.75,0.1,75,2012,1,3
12132936,Ph?m Mai Lam,7810202,27.25,6.4200001,315,2012,1,2
12132937,Lê Minh Khanh,7510302C,17.25,8.9099998,2292,2012,1,3
12132938,Hu?nh Tu?n Nguy?t,7340122,24.25,7.3899999,3730,2012,2,3
12132939,Bùi Vân Hà,7510202A,26.75,2.55,2593,2012,1,2
12132940,Hu?nh Hoàng Khanh,7220201,23.5,6.21,2549,2012,2,3
12132941,Lê Y?n H?i,7510202A,16.25,1.23,381,2012,4,3
12132942,Tr?n Hi?u Nhi,7540101,21.5,4.0999999,1669,2012,3,2
12132943,Nguy?n Huy S?n,7510102C,25.5,8.6099997,1389,2012,4,1
12132944,??ng ??c ??c,7510205A,25.25,4.3699999,1255,2012,2,3
12132945,Tr?n Yên Tú,7510301A,26.25,4.54,1549,2012,4,1
12132946,Phan Th?y Toàn,7510202A,27.25,5.3200002,416,2012,3,3
12132947,Ngô Thanh Hòa,7510601,18.75,2.21,351,2012,1,2
12132948,Tr?n Vân Hông,7340301,26.25,9.4200001,1017,2012,4,1
12132949,Tr?n Thanh M?nh,7510102,29.75,1.65,1841,2012,2,3
12132950,Nguy?n Minh Lam,7540209,24.25,0.37,589,2012,1,2
12132951,Lê Th?y Di?m,7510302A,28.5,2.8099999,2994,2012,1,3
12132952,Tr?n Vi Hà,7549002,19.5,5.8699999,3285,2012,4,3
12132953,Ngô Qu?nh ?an,7510406C,27.25,4.0300002,1798,2012,4,2
12132954,Bùi Y?n B?ng,7510303C,23.25,0.89999998,3122,2012,3,2
12132955,Ngô B?o ??c,7510205,20.5,9.5100002,2338,2012,2,2
12132956,?? H?i Châu,7510301A,27.75,0.98000002,3478,2012,2,2
12132957,Phan Nh?t Tú,7510601C,25.5,1.63,1628,2012,1,1
12132958,Bùi V? Châu,7810202,27.5,5.6700001,228,2012,2,3
12132959,Nguy?n Tu?n Khuê,7510202A,20.25,3.5699999,1906,2012,3,3
12132960,Tr?n Qu?nh L?c,7210403,22.75,3.5,2120,2012,2,3
12132961,H? Duy Vi?t,7480118,24.25,3.0999999,325,2012,1,2
12132962,Nguy?n Qu?nh Nam,7810202,27.5,2.1700001,605,2012,2,1
12132963,??ng ??c Ngân,7510205C,20.5,5.3600001,3872,2012,4,2
12132964,Ph?m Kh?i H?nh,7510303C,21.25,6.5500002,3558,2012,1,2
12132965,Hu?nh Hi?u H?i,7510801,28.25,0.68000001,875,2012,4,2
12132966,Ngô Lan Hòa,7540101A,20.75,8.6800003,2828,2012,3,3
12132967,Hu?nh Thu ?oan,7510301A,27.5,2.8900001,1916,2012,1,3
12132968,Bùi Huy Nguy?t,7480118,25.25,7.23,15,2012,1,3
12132969,Lý Vi ?oan,7220201,19.75,7.3200002,3420,2012,1,1
12132970,D??ng Vân Hà,7510401C,22.25,1.12,245,2012,1,3
12132971,Phan Duy Lan,7510301,29.25,8.1700001,1505,2012,1,1
12132972,Phan Thu ??c,7510601,17.25,2.04,612,2012,3,2
12132973,Lý Vi L?c,7510208,20.75,7.4000001,633,2012,1,3
12132974,??ng Hi?u C?nh,7580101,20.25,8.6099997,1024,2012,2,3
12132975,V? Thành ?ào,7549002,15.25,6.9299998,400,2012,2,2
12132976,?? Minh Mai,7510801C,15.75,7.7399998,3060,2012,1,2
12132977,Lê Thành Ph??ng,7510601A,25.75,4.8499999,3562,2012,3,2
12132978,Hoàng B?o M?nh,7510205A,20.5,8.4499998,2513,2012,4,2
12132979,Hoàng Xuân Bích,7480201,26.5,1.3200001,392,2012,1,2
12132980,Hu?nh Công ??c,7510203,20.5,4.8899999,1765,2012,3,1
12132981,H? V?  Tài,7510203,26.75,0.41,2557,2012,3,3
12132982,Ph?m An Hi?n,7480118,24.25,3.0799999,1876,2012,1,1
12132983,Ph?m Ái Vi?t,7510303C,18.75,6.73,36,2012,1,3
12132984,Hoàng Khánh Thiên,7540101,19.25,1.27,2559,2012,4,1
12132985,Hoàng Xuân Ân,7510201,20.25,8.6400003,1578,2012,1,2
12132986,Ngô An C?nh,7510605,27.25,0.41999999,3567,2012,2,1
12132987,D??ng Trâm Trung,7340120,16.25,2.03,3020,2012,3,2
12132988,Lê Hi?u Dung,7510205,18.5,9.3000002,2510,2012,2,2
12132989,Hoàng Ng?c Vi?t,7510303A,25.75,7.71,192,2012,4,1
12132990,Ngô B?o Hoa,7580302,16.5,7.8099999,1150,2012,1,1
12132991,Lý Th?y H?i,7580205,28.75,6.6199999,1532,2012,2,3
12132992,Lê Mai Khoa,7510201,16.5,9.3299999,577,2012,4,1
12132993,D??ng Huy Lan,7510303C,23.5,5.6300001,2159,2012,3,3
12132994,Ngô Minh Lan,7210403,26.5,1.26,4060,2012,1,2
